servicio,cod_empresa,empresa,centro_poblado,numero_pqrs,latitude,longitude
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RABOLARGO,3,8.951369172,-75.74339689
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA CEIBA,3,9.19729518737,-74.2311997552
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL PI?AL,3,9.46288380668,-75.216199169
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SINCELEJITO,3,9.44493468382,-74.9793255155
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BELEN,3,8.28264070077,-75.4139412293
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARRIZAL,3,8.68254051878,-75.7515611244
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CHIVOLO,3,10.0268400946,-74.6231370766
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BELEN,3,8.70119720452,-75.1296874669
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PONTEZUELA,3,10.5443863488,-75.4413524163
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL CARITO,3,9.05710089875,-75.8059118388
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,COSTILLA,3,8.73250886025,-73.7233720433
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BURITACA,3,11.2495236094,-73.7704561149
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL BARRANCO DE CHILLOA,3,9.14301101674,-73.9950904305
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN SEBASTIAN DE BUENAVISTA,3,9.24078172832,-74.3516789515
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARROYO DE ARENA,3,8.54128416442,-75.5707288151
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VARAS BLANCAS,2,10.423689287,-73.1514891473
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BONGAS MELLAS,2,8.99379713044,-75.9348481653
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VILLANUEVA,2,8.34222322587,-76.1189884624
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN ANDRES DE SOTAVENTO,2,9.14515876439,-75.5088929562
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUACHACA,2,11.2485685485,-73.8324837987
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN ZENON,2,9.24506385456,-74.4989888678
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS LLANADAS,2,9.15414786258,-75.2810020161
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VILLAS DE PALMARITO,2,10.8894187915,-75.0527879847
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ACHI,2,8.56945622216,-74.5575205453
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA RINCONADA,2,9.23190879714,-74.5001194585
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN JACINTO,2,9.8302177331,-75.1210906283
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ISABEL LOPEZ,2,10.6755427079,-75.0024052721
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS VEGAS,2,9.07880326355,-73.6518301494
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUASIMAL,2,8.36716962851,-76.0772225484
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA MADERA,2,8.97281745475,-75.8631919924
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BUENAVISTA,2,10.8822578739,-72.8912688861
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MENDIHUACA,2,11.2681771363,-73.8608898936
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SACANA,2,9.32025693817,-75.6390410502
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PROVIDENCIA,2,8.38717938928,-75.4346864077
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ATANQUEZ,2,10.696803278,-73.3542150354
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUACOCHE,2,10.4963786572,-73.165520461
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RAICES,2,10.5575258186,-73.1815444519
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RIO SECO,2,10.6075871234,-73.223716945
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA AURORA,2,9.4656214311,-73.5545212806
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LETICIA - EL TRONCO,2,8.67986451353,-76.0300149936
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CANALETE URBANO,2,8.78694391327,-76.2413961216
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUERTO FRANCO,2,9.10084354747,-74.8786894754
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALMITO,2,9.33310204871,-75.5412570386
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MANGUELITO,2,8.919898884,-75.792649932
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARACHE,2,9.07526098507,-75.6420515812
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUERTO ESCONDIDO,2,9.00537056386,-76.2604107447
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN ISIDRO,2,8.99281411011,-75.1485090327
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CUENCA,2,8.52224293169,-75.2512676296
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RINCON DEL MAR,2,9.763542122,-75.639513588
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TRES PUNTAS,2,9.189834622,-74.8930736994
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MARGARITA,2,9.155517395,-74.280926824
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,COTORRA,2,9.03708855987,-75.7991480544
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTANA(CENTRO ALEGRE),2,8.17702005046,-75.6317628555
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN ROQUE,2,9.28999750275,-73.5152173704
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARACOLICITO,2,10.1977120504,-73.9726420998
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS PALOMAS,2,8.4457516238,-75.9956006264
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUERTO NUEVO,2,8.97861657,-75.79494139
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BONITO VIENTO,2,8.18765609793,-75.893293914
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS FLORES,2,9.32715390983,-75.338077751
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BARU,2,10.1424674428,-75.6834677374
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTA FE,2,9.29576335015,-74.7113111679
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUATACA,2,9.20214017195,-74.3735697467
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CA?AVERAL,2,10.384449534,-75.3324601056
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,POTRERILLO,2,9.53713746078,-73.6653169292
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUATEQUE,2,8.63568676635,-75.8693011411
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTA ROSA,2,8.75017550813,-75.6277219348
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TUCHIN,2,9.18656992554,-75.5538706654
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TUCURINCA,2,10.6500480164,-74.1659560965
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CASCAJAL,2,9.31459052549,-74.8066797021
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,FLORENCIA,2,9.3136704953,-74.8915243327
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN SEBASTIAN,2,9.22529610225,-75.7910083077
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN JOSE DE ORIENTE - BETANIA,2,10.3486396288,-73.0512398272
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TAMALAMEQUE,2,8.86172485582,-73.8121730964
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,JARAQUIEL,2,8.699012132,-75.940535344
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA MANTA,2,8.40114884598,-75.7244032947
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA PE?A,2,10.7758498153,-73.1231006604
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN BASILIO,2,10.3932245897,-74.665717075
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS PIEDRAS,2,10.314755245,-75.192935057
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALMAR DE CANDELARIA,2,10.665799078,-75.1501656716
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MO?ITOS,2,9.24527627335,-76.1293957384
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,NUEVA LUCIA,2,8.41784678167,-75.8254550312
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,QUEBRADA DE URANGO,2,8.7936135209,-76.1538912792
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CERRO DE SAN ANTONIO,2,10.3256533075,-74.8684730704
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALO ALTO,2,9.825355464,-75.430470028
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MACAJAN,2,9.53975753969,-75.4182388714
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS MIMBRES,2,8.95277002993,-75.6536325072
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SOLEDAD,2,9.05515582654,-73.7066505512
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PELAYITO,2,8.93491618135,-75.8228397854
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARRAIPIA,2,11.2558349098,-72.3688826175
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SABANETA,2,8.77686302863,-75.2637753796
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL SOCORRO,2,9.26171748834,-75.2087162089
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTA TERESITA,2,9.24805894725,-74.4754699921
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS VENADOS,2,10.0102949237,-73.6992921239
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARJONA,2,9.53473893458,-73.9109561559
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BADILLO,2,10.6308729923,-73.1283745448
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA VEGA  ARRIBA,2,10.6585342723,-73.2034258346
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARROYO DE PIEDRA,1,10.6087250545,-75.4473996868
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TIERRA BAJA,1,10.4896062597,-75.4753463783
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MEMBRILLAL,1,10.3336518739,-75.477864829
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,HATILLO DE LOBA,1,8.95561446403,-74.0783633089
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTA CRUZ,1,9.08510352805,-74.6910627853
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOMA DE ARENA,1,10.7339791397,-75.2641171989
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TALAIGUA NUEVO,1,9.30401724098,-74.5674682776
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PATICO,1,9.36702194031,-74.634585631
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL MORRO,1,10.942826374,-75.0065503752
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS CALABAZOS,1,10.244643529,-73.281441871
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CANDELARIA,1,9.20850600817,-73.8799997074
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SALOA,1,9.19274417958,-73.7293191006
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN FRANCISCO DE ASIS,1,10.2877261878,-73.8933828242
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALESTINA LA NUEVA,1,8.87661619046,-73.701199255
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,NUEVA ESTACION,1,8.23744590273,-75.4915077597
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,JOSE MANUEL DE ALTAMIRA,1,9.29544191447,-75.9846441031
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL DIVIDIVI,1,8.9663571364,-75.3813905768
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,KILOMETRO 32,1,8.69456670431,-75.5004768522
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CONEJO,1,10.777297073,-72.7985948028
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,AREMASAHIN,1,11.4894026173,-72.7129522719
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,APURE,1,9.87229601892,-74.5819679473
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL JUNCAL,1,9.93710352269,-74.794336438
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUNTA DE PIEDRAS,1,10.1683144095,-74.7168957306
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALOMAR,1,10.7902170848,-74.1830749531
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ZAPATA,1,8.59950787167,-74.694101912
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS CRUCES,1,9.27767447033,-75.2252841314
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SABANAS DEL POTRERO,1,9.25571251709,-75.4331436812
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL MAMON,1,9.26013131418,-75.3184980887
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN RAFAEL DE LA CRUZ,1,10.2322222001,-75.3410330189
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BODEGA,1,9.27918297917,-74.6781367837
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EVITAR,1,10.2722055481,-75.1595348674
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,GUASIMAL,1,9.14342727939,-74.3353514615
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,AGUADA DE PABLO,1,10.5218287327,-75.0057069356
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUNTA DE YA?EZ,1,9.01645290544,-75.6095744963
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAS PALMITAS,1,8.82678291941,-75.6504221698
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA SUBIDA,1,9.106909916,-75.794855497
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CAROLINA,1,8.51106789844,-75.6179511339
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARACOLI,1,10.0792781068,-73.7363711385
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS CORAZONES,1,10.5318847881,-73.2227405983
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOMA VERDE,1,8.49742872579,-76.1734458672
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL OBLIGADO,1,8.91331368788,-75.8460414557
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARENA DEL SUR,1,0,0
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN JOSE DE CINTURA,1,8.43373686718,-75.2690685752
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA MAGDALENA,1,8.6007097297,-75.4910776563
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL CRUCERO,1,8.63071327789,-75.3989275863
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL HATICO,1,10.9087802695,-72.8581353393
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL PLAN,1,10.4581268815,-73.0384000226
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BELEN,1,9.07876756598,-73.9067863552
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CEJA DEL MANGO,1,9.07553242416,-75.2483068909
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL LIMON,1,8.6303765563,-75.2130604713
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BERRUGAS,1,9.69833361219,-75.6146028844
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL PUEBLITO,1,9.64385917172,-75.457601175
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PITA EN MEDIO,1,9.647622412,-75.495448263
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTA LUCIA,1,9.4750906755,-75.5312126138
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARACOL,1,9.41791190485,-75.3974877579
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RIVERA,1,9.005631161,-73.693712481
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BOCA DE SAN ANTONIO,1,9.04111815701,-74.7643812082
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PLAYA MENDOZA,1,10.9020365944,-75.0382057746
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LAGUNETA,1,8.68115861293,-75.5361980069
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VILLA GERMANIA,1,10.2670062201,-73.7147758934
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN BERNARDO,1,8.67683292476,-73.7248604839
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS TUPES,1,10.3470980533,-73.2047222283
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PARAISO,1,10.4101450068,-74.3862240774
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALERMO,1,10.9607638984,-74.7438004801
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PAJARITO,1,8.78917345766,-75.3504862814
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BUENAVISTA,1,8.68156859626,-75.2547568997
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,NEIVA,1,8.69776308159,-75.3188992189
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VELEZ,1,9.10701023222,-75.0933428187
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN JOSE DE PILETA,1,9.2699659404,-75.3136912175
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MILAN,1,9.203185461,-75.337567301
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS NISPEROS,1,8.650913044,-74.597274263
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CLEMENCIA,1,10.5675414931,-75.3285123927
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CEIBAL,1,9.35569794013,-74.8095781108
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN BASILIO DE PALENQUE,1,10.1045632637,-75.1993210881
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,RIO VIEJO,1,8.587628771,-73.8399447912
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL LAZO,1,9.13936473357,-76.0304156294
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARENOSO,1,8.21880330448,-75.737423628
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MARA?ONAL,1,8.30813745854,-75.6128648638
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA GLORIA,1,8.61929805971,-73.8032098836
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA VICTORIA,1,8.57711697956,-75.7903207095
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,VILLA FATIMA,1,8.09559434926,-75.392313021
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,FLECHAS SEVILLA,1,9.02653104943,-75.5272046649
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,NEIVA,1,8.55037454501,-75.5405719969
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL SILENCIO,1,8.98249832358,-76.1747866369
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,MONGUI,1,11.2286088002,-72.8217154794
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PAPAYAL,1,10.9965135499,-72.7775132502
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CALABAZO,1,11.284176898,-74.003066761
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BELLA VISTA,1,10.3332453951,-74.0332254021
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SITIONUEVO,1,10.775407167,-74.7201694573
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL REPOSO,1,10.955523861,-74.1722255881
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA CEIBA,1,8.93293477698,-74.9839830474
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SANTIAGO APOSTOL,1,9.00690036102,-74.9268608529
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,HATO VIEJO,1,10.3036106401,-75.0391945725
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CORDOBA,1,9.58690944657,-74.8274640871
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,FLAMENCO,1,9.98591917514,-75.3968244829
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PALENQUITO,1,8.999865078,-74.46230151
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,PUERTO LOPEZ,1,8.78735175357,-74.3826507258
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,TAPOA,1,8.83170823245,-74.3105784413
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN FERNANDO,1,9.21417846743,-74.3238659855
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BOCATOCINO,1,10.8161767891,-75.2051180291
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,ARROYO DE PIEDRA,1,10.6308263689,-75.1050487485
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,NARI?O,1,9.16726366485,-75.838620988
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA SALADA,1,8.86170275443,-76.2875164426
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,BETULIA,1,9.29366189396,-75.6819023778
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA MINA,1,10.7026178625,-73.291711949
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA Y,1,9.55684861843,-73.9078569015
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL LIMON,1,8.6908722124,-76.2602540679
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CARAMELO,1,8.2629810365,-75.9024579437
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS LIMONES,1,8.50111546849,-75.3690290206
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN JOSE DE CANALETE,1,8.97130236993,-76.2607985518
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,SAN MIGUEL,1,8.96129476395,-76.3054150962
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,EL VIAJANO,1,8.631405383,-75.481054953
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LA CHINA,1,9.95485707266,-74.5566736985
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,CONCORDIA,1,10.2573102662,-74.833031377
ENERGIA,2249,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,LOS ANDES,1,9.27142893,-74.136973718
